HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT,SPECIES_CODE,SEX,LENGTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,WEIGHT,SAMPLING_FACTOR
-17430,162,201702,75,3,0,8282017,1723,0.52,2.885,14.518,Y,2.691,63.66954,-168.278,AA-01,30,33,9.3,6.5,137,44,15,1,0.012211546,69322,,,,,,,,,,,,,,,
-17429,162,201702,74,3,0,8282017,1420,0.527,2.971,14.052,Y,2.642,63.66578,-167.52785,AA-02,26,29,9.6,5.8,137,44,15,2,0.012171913,69322,1,142.3,2,,,,,,,,,,2340.134437,2308,1
-17406,94,201702,52,3,0,8252017,1132,0.525,2.991,16.466,Y,1.957,63.66339,-166.80781,AA-03,27,29,11.1,4.7,137,44,15,1,0.014358946,69322,,,,,,,,,,,,,,,
-17404,94,201702,50,3,0,8242017,1712,0.528,2.984,15.6,Y,2.185,63.67658,-166.0585,AA-04,24,26,11.1,5.5,137,44,15,1,0.013571925,69322,2,70.2,2,2,1,5,,,,,,,300.5607597,,1
-17404,94,201702,50,3,0,8242017,1712,0.528,2.984,15.6,Y,2.185,63.67658,-166.0585,AA-04,24,26,11.1,5.5,137,44,15,1,0.013571925,69322,1,119.6,1,,,,,,,,,,1355.665811,,1
-17404,94,201702,50,3,0,8242017,1712,0.528,2.984,15.6,Y,2.185,63.67658,-166.0585,AA-04,24,26,11.1,5.5,137,44,15,1,0.013571925,69322,2,75.6,2,0,0,0,,,,,,,306.6152027,,1
-17375,94,201702,28,3,6.21,8192017,1125,0.519,2.711,15.615,Y,2.448,63.64831,-165.33659,AA-05,16,18,10.9,10.8,110,44,15,1,0.012342114,69322,,,,,,,,,,,,,,,
-17376,94,201702,29,3,6.21,8192017,1424,0.515,2.836,13.451,Y,3.026,63.68127,-164.61319,AA-06,9,12,11.9,11.4,73,44,15,1,0.011121896,69322,,,,,,,,,,,,,,,
-17377,94,201702,30,3,6.21,8192017,1721,0.526,2.984,13.74,Y,2.635,63.67011,-163.82735,AA-07,11,14,12.9,12.7,91,44,15,1,0.011953734,69322,1,54.3,2,,,,,14.1,,,,,113.4725289,132,1
-17387,94,201702,31,3,6.21,8202017,834,0.521,2.836,14.929,Y,2.404,63.66655,-163.06016,AA-08,13,15,13,13.4,91,44,15,1,0.012343973,69322,,,,,,,,,,,,,,,
-17391,94,201702,35,3,6.21,8202017,1944,0.266,1.422,13.53,Y,2,63.80437,-161.58552,AA-10,12,14,13.8,10.6,73,44,15,1,0.005609387,69322,2,108.4,2,2,1,6,,,,,,,957.1939518,856,1
-17425,162,201702,71,3,0,8272017,1951,0.521,2.855,14,Y,3,63.67011,-169.01404,AA-18,33,36,7.1,6.5,137,44,15,1,0.011653387,69322,,,,,,,,,,,,,,,
-17424,162,201702,70,3,0,8272017,1656,0.512,2.886,14.492,Y,2.587,63.66607,-169.75383,AA-19,37,40,8,7.7,137,44,15,1,0.012193902,69322,,,,,,,,,,,,,,,
-17384,162,201702,46,3,2.1,8202017,823,0.32,1.67,15.303,Y,3.109,63.69665,-172.10453,AA-22,37,40,7.2,2.5,137,44,15,2,0.00745094,69322,,,,,,,,,,,,,,,
-17383,162,201702,45,3,0,8192017,1941,0.523,2.894,16.188,Y,2.357,63.66968,-172.73402,AA-23,55,57,8.3,1.5,229,44,15,1,0.013658712,69322,,,,,,,,,,,,,,,
-17427,162,201702,72,3,0,8282017,828,0.516,2.817,13.163,Y,3.015,64.00671,-168.29421,BB-01,33,36,8.3,5.6,137,44,15,1,0.010810848,69322,,,,,,,,,,,,,,,
-17428,162,201702,73,3,0,8282017,1128,0.519,2.88,13.393,Y,4.599,64.02824,-167.56579,BB-02,32,37,7.8,4.8,137,44,15,2,0.011245749,69322,1,117.9,3,,,,,,,,,,1296.050111,,1
-17405,94,201702,51,3,0,8252017,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,116.6,4,,,,,,,,,,1251.686218,,1
-17405,94,201702,51,3,0,8252017,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,126.4,2,,,,,43.9,,,,,1612.852267,1350,1
-17405,94,201702,51,3,0,8252017,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,120.1,4,,,,,35.8,,,,,1373.549135,,1
-17405,94,201702,51,3,0,8252017,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,118.6,2,,,,,29.6,,,,,1320.376538,1096,1
-17405,94,201702,51,3,0,8252017,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,112.9,2,,,,,35,,,,,1131.103425,1112,1
-17405,94,201702,51,3,0,8252017,856,0.501,2.808,17.03,Y,1.909,63.99897,-166.8175,BB-03,31,33,10.7,4.1,137,44,15,1,0.013942151,69322,1,116.9,3,,,,,40.9,,,,,1261.83066,1228,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,88.1,2,,,,,27.5,,,,,518.9481839,506,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,92.3,2,,,,,23.2,,,,,600.703229,560,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,124.6,4,,,,,41.1,,,,,1541.79673,,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,133.1,2,,,,,43.8,,,,,1896.958343,1832,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,79.3,2,,,,,24.8,,,,,372.8691775,440,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,1,69.7,2,,,,,19.2,,,,,248.6078524,254,1
-17403,94,201702,49,3,6.21,8242017,1447,0.536,2.998,15.019,Y,2.362,63.99298,-166.05167,BB-04,20,22,11.6,6.5,137,44,15,1,0.013127762,69322,2,74.9,2,0,0,0,,,,,,,297.8220246,,1
-17402,94,201702,48,3,0,8242017,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,72,2,,,,,26,,,,,275.3003519,292,1
-17402,94,201702,48,3,0,8242017,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,97,4,,,,,34.1,,,,,702.1318037,,1
-17402,94,201702,48,3,0,8242017,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,114.6,4,,,,,38,,,,,1185.473084,,1
-17402,94,201702,48,3,0,8242017,1141,0.517,2.735,13.464,Y,2.524,64.01534,-165.31265,BB-05,15,18,11.8,8.9,91,44,15,1,0.010736172,69322,1,94.7,2,,,,,28.3,,,,,651.1490797,522,1
-17394,94,201702,42,3,6.21,8222017,1247,0.524,2.975,14.652,Y,2.185,63.99465,-164.54535,BB-06,16,18,11.9,11.9,91,44,15,1,0.012708723,69322,2,102.6,2,2,1,6,,,,,,,826.6638155,684,1
-17393,94,201702,41,3,6.21,8222017,1010,0.515,2.701,13.522,Y,2.377,64.00198,-163.79239,BB-07,17,19,12.8,12.7,91,44,15,1,0.01064838,69322,,,,,,,,,,,,,,,
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,25.7,2,,,,,6.9,,,,,10.82370393,10,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,26.8,2,,,,,8.5,,,,,12.34677208,14,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,31.6,2,,,,,8.3,,,,,20.71681883,20,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,28.8,2,,,,,8.2,,,,,15.47904944,18,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,24.4,2,0,0,0,,,,,,,8.919787225,,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,27.5,2,0,0,0,,,,,,,12.96670107,14,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,25.9,2,0,0,0,,,,,,,10.74978158,14,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,28.7,2,0,0,0,,,,,,,14.82008141,12,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,31.6,2,0,0,0,,,,,,,20.02697572,22,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,32.9,2,0,0,0,,,,,,,22.71863192,18,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,26.2,2,0,0,0,,,,,,,11.14407938,12,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,29.1,2,0,0,0,,,,,,,15.47579689,,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,31.4,2,,,,,9,,,,,20.30771432,,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,21.8,2,0,0,0,,,,,,,6.270370212,,1
-17388,94,201702,32,3,6.21,8202017,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,23.9,2,0,0,0,,,,,,,8.360421006,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.6,2,0,0,0,,,,,,,13.11476074,12,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.9,2,0,0,0,,,,,,,13.56583418,12,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,121.5,4,,,,,,,,,,1424.47681,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,19.2,1,,,,,,,,,,4.330946591,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,22.8,2,,,,,,,,,,7.430738034,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,27.7,2,,,,,,,,,,13.69669513,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,27.8,2,,,,,,,,,,13.85262447,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,74.9,2,,,,,21.5,,,,,311.6581673,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,31.8,2,,,,,8.4,,,,,21.13150557,20,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,29.4,2,,,,,8,,,,,16.5148426,14,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,30.6,2,,,,,9,,,,,18.72631298,20,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,98.1,2,2,1,6,,,,,,,733.4966889,592,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,78.2,2,2,1,6,,,,,,,400.7654783,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,29.9,2,0,0,0,,,,,,,16.8459191,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,20.3,2,0,0,0,,,,,,,5.017070917,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,28.3,2,0,0,0,,,,,,,14.18352749,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,23.6,2,0,0,0,,,,,,,8.036528705,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,23,2,0,0,0,,,,,,,7.414552048,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,28.4,2,0,0,0,,,,,,,14.34088604,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.9,2,0,0,0,,,,,,,13.56583418,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,22.6,2,0,0,0,,,,,,,7.018620814,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,28.1,2,0,0,0,,,,,,,13.87234205,,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.1,2,0,0,0,,,,,,,12.38582827,12,1
-17389,94,201702,33,3,6.21,8202017,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,25.4,2,0,0,0,,,,,,,10.11388977,10,1
-17445,94,201702,36,3,6.21,8212017,841,0.513,2.917,15.037,Y,2,63.99105,-161.53304,BB-10,16,18,13.5,7.1,91,44,15,1,0.012788384,69322,,,,,,,,,,,,,,,
-17422,162,201702,68,3,0,8272017,1111,0.518,2.836,13.625,Y,2.95,64.0077,-169.05261,BB-18,32,35,6,5.8,137,44,15,1,0.011265767,69322,,,,,,,,,,,,,,,
-17423,162,201702,69,3,0,8272017,1412,0.508,2.846,14.7,Y,2.67,63.99308,-169.79379,BB-19,32,35,7.2,7.3,137,44,15,2,0.012197484,69322,,,,,,,,,,,,,,,
-17455,162,201702,51,3,0,8212017,1444,0.532,2.912,14.609,Y,2.729,63.99409,-170.55932,BB-20,27,30,7.8,6.4,137,44,15,12,0.01240309,69322,,,,,,,,,,,,,,,
-17386,162,201702,48,3,0,8202017,1810,0.459,2.541,13.862,Y,2.536,64.04452,-171.3584,BB-21,30,33,9,5.1,137,44,15,1,0.010269483,69322,,,,,,,,,,,,,,,
-17385,162,201702,47,3,4.1,8202017,1141,0.512,2.832,15.268,Y,2.7,63.99919,-172.02633,BB-22,51,54,8.9,1.2,183,44,15,12,0.012606468,69322,,,,,,,,,,,,,,,
-17416,162,201702,66,3,0,8262017,1828,0.513,2.806,14.515,Y,2.983,64.32915,-168.33552,CC-01,37,40,7.2,4.2,137,44,15,2,0.011874703,69322,,,,,,,,,,,,,,,
-17408,162,201702,58,3,6.41,8242017,1829,0.29,1.559,15.622,Y,2.994,64.32386,-167.57616,CC-02,28,31,9.9,3.8,137,44,15,1,0.007100694,69322,,,,,,,,,,,,,,,
-17450,94,201702,45,3,0,8232017,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,78.5,2,,,,,,,,,,361.1798593,,1
-17450,94,201702,45,3,0,8232017,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,95.8,2,,,,,,,,,,675.2053678,,1
-17450,94,201702,45,3,0,8232017,1027,0.523,2.797,15.768,Y,2.122,64.34015,-166.83257,CC-03,28,30,11.2,4.5,137,44,15,2,0.012858405,69322,1,101.1,2,,,,,,,,,,799.6464485,,1
